Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-04,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-11,2021-12-12,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-18,2021-12-19,2021-12-20,2021-12-21,2021-12-22
Arica y Parinacota,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0,2133.0,2822.0,2902.0,2902.0,2902.0,2902.0,2902.0,2902.0,2902.0,2902.0,2902.0,2902.0,2902.0,2902.0,2979.0,4422.0,7255.0,9649.0,9954.0,9988.0,12421.0,14974.0,17994.0,20753.0,23640.0,23758.0,23758.0,26411.0,28492.0,30654.0,32785.0,34849.0,34904.0,34904.0,36894.0,38805.0,40129.0,41271.0,43326.0,43522.0,43522.0,45006.0,46215.0,47227.0,48056.0,49064.0,49128.0,49130.0,50265.0,51285.0,52517.0,54163.0,55502.0,55600.0,55600.0,56874.0,58544.0,60086.0,62270.0,63369.0,63433.0,63433.0,64613.0,65959.0,67408.0,68909.0,70451.0,70585.0,70585.0,71948.0,73339.0,74555.0,75719.0,75805.0,75947.0,75948.0,76919.0,78320.0,79258.0,80198.0,80457.0,80458.0,80458.0,81383.0,82311.0,83320.0,84042.0,84742.0,84773.0,84773.0,85519.0,86277.0,86965.0,87949.0,88357.0,88422.0,88422.0,89034.0,89794.0,90426.0,90856.0,91301.0,91306.0,91306.0,92199.0,93016.0,94163.0,95106.0,95952.0,96037.0,96037.0,97233.0,98526.0,99727.0,100962.0,102065.0,102125.0,102131.0,103391.0,104818.0,106282.0,107819.0,107977.0,108782.0,108782.0,110828.0,113265.0,115331.0,117601.0,119552.0,119971.0,119972.0,122060.0,123985.0,124482.0,124489.0,124507.0,124510.0,124510.0,124693.0,126117.0,127831.0,129868.0,131580.0,132149.0,132156.0,133880.0,135580.0,137218.0,138431.0,139537.0,139843.0,139843.0,139921.0,141277.0,142652.0,144154.0,145406.0,145818.0,145818.0,145821.0,146035.0,146278.0,146991.0,147541.0,147713.0,147713.0,148161.0,148722.0,149529.0,150663.0,151741.0,152164.0,152164.0,153284.0,154695.0,155857.0,156888.0,156888.0,157392.0,157392.0,158592.0,159657.0,160651.0,161843.0,163173.0,163947.0,163947.0,164298.0,164750.0,165376.0,165838.0,166306.0,166337.0,166338.0,167892.0,169551.0,169573.0,169592.0,169602.0,169602.0,169602.0,170631.0,171640.0,171661.0,171676.0,171686.0,171688.0,171688.0,172376.0,172804.0,172822.0,172844.0,172855.0,172858.0,172862.0,172977.0,173103.0,173170.0,173182.0,173191.0,173191.0,173191.0,173326.0,173477.0,173482.0,173499.0,173503.0,173503.0,173504.0,173769.0,174016.0,174027.0,174079.0,174088.0,174088.0,174088.0,174797.0,175412.0,176008.0,176429.0,176487.0,176487.0,176487.0,177196.0,177897.0,178607.0,179231.0,180212.0,180259.0,180259.0,181577.0,183084.0,184655.0,186042.0,187435.0,187727.0,187731.0,188861.0,189785.0,190574.0,191276.0,191962.0,192134.0,192134.0,192209.0,193002.0,193614.0,194410.0,194918.0,194997.0,194997.0,195553.0,196183.0,196738.0,197191.0,197668.0,197747.0,197750.0,198183.0,198610.0,199044.0,199410.0,199817.0,199955.0,199978.0,200037.0,200499.0,200942.0,201402.0,201844.0,201907.0,201907.0,202322.0,202732.0,203090.0,203432.0,203795.0,203835.0,203835.0,204310.0,204823.0,205167.0,205556.0,205862.0,205870.0,205873.0,206220.0,206478.0,206734.0,207051.0,207291.0,207364.0,207364.0,207651.0,207926.0,208129.0,208311.0,208491.0,208550.0,208550.0,208869.0,209197.0,209208.0,209586.0,209968.0,210066.0,210066.0,210390.0,210674.0,210929.0,211148.0,211379.0,211429.0,211432.0,211673.0,211900.0,211999.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2499.0,4515.0,6932.0,7472.0,7472.0,10866.0,14868.0,19681.0,23998.0,28215.0,28386.0,28386.0,33618.0,38453.0,41934.0,44137.0,46282.0,46391.0,46391.0,47966.0,49678.0,52052.0,54200.0,55712.0,55785.0,55785.0,57688.0,59600.0,61307.0,63089.0,65085.0,65195.0,65195.0,67074.0,68803.0,70374.0,72501.0,74658.0,74860.0,74860.0,77149.0,79686.0,82037.0,84428.0,87007.0,87246.0,87246.0,89640.0,92073.0,94751.0,96986.0,99709.0,99813.0,99813.0,102283.0,104437.0,106432.0,108362.0,108390.0,108418.0,108458.0,110280.0,112436.0,114619.0,116311.0,117959.0,118107.0,118135.0,120223.0,121974.0,123810.0,125465.0,127476.0,127671.0,127728.0,129731.0,131827.0,133625.0,135067.0,136449.0,136690.0,136703.0,138184.0,139696.0,141527.0,142614.0,143733.0,143823.0,143928.0,145643.0,147069.0,148470.0,149697.0,150963.0,151660.0,151730.0,153333.0,154911.0,156534.0,157921.0,159519.0,159561.0,159565.0,161182.0,162821.0,164302.0,165822.0,165920.0,166617.0,166732.0,169865.0,173148.0,176155.0,178648.0,181188.0,182137.0,182277.0,184980.0,187276.0,189383.0,191126.0,192698.0,193378.0,193417.0,195136.0,196594.0,198100.0,199606.0,200951.0,201412.0,201417.0,203186.0,204474.0,205973.0,207048.0,208099.0,208433.0,208455.0,208463.0,210030.0,211857.0,213677.0,215260.0,215546.0,215576.0,215619.0,216578.0,217323.0,218390.0,219226.0,219392.0,219403.0,220241.0,221248.0,222655.0,223937.0,225424.0,225870.0,225875.0,227517.0,229337.0,230890.0,232331.0,232351.0,232702.0,232702.0,234476.0,236055.0,237502.0,239427.0,241112.0,241531.0,241544.0,243198.0,244756.0,246059.0,247174.0,248262.0,248632.0,248645.0,249712.0,251008.0,251601.0,252007.0,252327.0,252469.0,252473.0,253514.0,254404.0,254719.0,254994.0,255260.0,255397.0,255398.0,256304.0,257004.0,257083.0,257157.0,257215.0,257250.0,257275.0,257368.0,257431.0,257512.0,257579.0,257657.0,257700.0,257712.0,257835.0,257926.0,258009.0,258085.0,258165.0,258185.0,258185.0,258252.0,258323.0,258360.0,258392.0,258441.0,258459.0,258459.0,258914.0,259392.0,259976.0,260336.0,260336.0,260336.0,260336.0,261007.0,261621.0,262441.0,263096.0,263928.0,264061.0,264061.0,265760.0,267787.0,270023.0,272016.0,274204.0,274639.0,274641.0,276287.0,277554.0,278937.0,280296.0,281628.0,281851.0,281853.0,281859.0,282893.0,284046.0,285147.0,286018.0,286146.0,286148.0,287210.0,288201.0,288946.0,289769.0,290421.0,290529.0,290542.0,291396.0,292156.0,292852.0,293671.0,294227.0,294303.0,294303.0,294303.0,294935.0,295650.0,296400.0,297139.0,297220.0,297220.0,298091.0,298806.0,299463.0,299973.0,300599.0,300756.0,300756.0,301508.0,302212.0,302879.0,303530.0,304089.0,304182.0,304185.0,304847.0,305390.0,305932.0,306337.0,306827.0,306923.0,306924.0,307512.0,307937.0,308366.0,308783.0,309138.0,309230.0,309230.0,309817.0,310363.0,310363.0,311009.0,311740.0,311890.0,311890.0,312618.0,313350.0,313987.0,314573.0,315158.0,315224.0,315224.0,315852.0,316317.0,316596.0
Antofagasta,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2774.0,5338.0,6111.0,6111.0,6111.0,6111.0,6111.0,6111.0,6111.0,6111.0,6111.0,6111.0,6111.0,6111.0,6111.0,6331.0,9320.0,12799.0,15859.0,16043.0,16043.0,19627.0,24059.0,29766.0,36335.0,42685.0,43455.0,43460.0,50661.0,56084.0,60880.0,65012.0,69056.0,69213.0,69213.0,73131.0,76700.0,79926.0,82273.0,84819.0,84819.0,84819.0,88996.0,93757.0,98504.0,102873.0,106618.0,106625.0,106625.0,110913.0,116105.0,120727.0,126449.0,131648.0,131767.0,131767.0,136836.0,142344.0,148350.0,153566.0,158847.0,159210.0,159254.0,165265.0,171390.0,177052.0,182326.0,187557.0,187942.0,188128.0,193684.0,198785.0,203745.0,208458.0,208751.0,209207.0,209402.0,212586.0,216080.0,219910.0,223003.0,225588.0,226107.0,226251.0,229562.0,232696.0,235792.0,238421.0,240968.0,241954.0,242088.0,243551.0,244565.0,245435.0,247020.0,248140.0,248706.0,248731.0,249686.0,250599.0,251497.0,252206.0,253599.0,253632.0,253668.0,256510.0,259879.0,263069.0,266234.0,269110.0,270349.0,270605.0,274496.0,278380.0,281982.0,285411.0,289095.0,289370.0,289450.0,294075.0,299469.0,304185.0,308713.0,309234.0,310263.0,310467.0,317539.0,325348.0,331208.0,337724.0,343590.0,343839.0,343968.0,350427.0,352872.0,354803.0,357378.0,360425.0,360962.0,360982.0,364035.0,367484.0,371862.0,376210.0,379778.0,381042.0,381065.0,384932.0,388513.0,392774.0,395847.0,398567.0,398922.0,398973.0,399717.0,403579.0,407330.0,408965.0,409713.0,409832.0,409845.0,410289.0,411711.0,413690.0,416870.0,419343.0,419780.0,419815.0,421817.0,423712.0,426593.0,429142.0,431425.0,432110.0,432147.0,434677.0,438293.0,441286.0,444158.0,444941.0,445831.0,445868.0,448791.0,451781.0,454578.0,458434.0,461768.0,462371.0,462391.0,462613.0,462759.0,463598.0,464052.0,464332.0,464336.0,464336.0,468097.0,472967.0,472978.0,472993.0,473000.0,473000.0,473000.0,476237.0,479295.0,479311.0,479334.0,479351.0,479352.0,479353.0,481138.0,482920.0,482950.0,482958.0,482977.0,482977.0,482977.0,484617.0,485930.0,486840.0,486914.0,486925.0,486926.0,486926.0,488028.0,489031.0,489051.0,489068.0,489080.0,489080.0,489080.0,489878.0,490650.0,490665.0,490682.0,490706.0,490706.0,490706.0,493221.0,495094.0,496922.0,497709.0,497709.0,497710.0,497710.0,500573.0,503184.0,506179.0,508398.0,511158.0,511194.0,511194.0,515228.0,520582.0,526413.0,532066.0,536603.0,537596.0,537597.0,541271.0,544144.0,546662.0,548915.0,551029.0,551034.0,551035.0,551404.0,553323.0,555137.0,556713.0,558429.0,558621.0,558622.0,559780.0,561122.0,562179.0,563266.0,564229.0,564425.0,564425.0,565456.0,566483.0,567447.0,568439.0,569304.0,569359.0,569359.0,569359.0,569478.0,570638.0,571713.0,572780.0,572941.0,572944.0,573724.0,574781.0,575645.0,576474.0,577321.0,577635.0,577635.0,578495.0,579383.0,580177.0,580907.0,581510.0,581673.0,581673.0,582254.0,582833.0,583357.0,583918.0,584533.0,584696.0,584732.0,585222.0,585790.0,586279.0,586741.0,587170.0,587268.0,587307.0,588020.0,588793.0,588795.0,590304.0,591713.0,592026.0,592084.0,593239.0,594335.0,595200.0,596033.0,596817.0,596992.0,596992.0,597728.0,598395.0,598751.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1647.0,2519.0,3606.0,3870.0,3870.0,3870.0,3870.0,3870.0,3870.0,3870.0,3870.0,3870.0,3870.0,3870.0,3872.0,9469.0,15296.0,20178.0,20633.0,20633.0,24243.0,26666.0,28899.0,30976.0,33496.0,33974.0,33974.0,36091.0,37987.0,39888.0,41835.0,42928.0,42981.0,42983.0,44902.0,47335.0,49681.0,51972.0,53504.0,53580.0,53580.0,54961.0,56148.0,57123.0,58282.0,60309.0,60608.0,60608.0,62585.0,64542.0,66391.0,68449.0,70481.0,70586.0,70586.0,72938.0,75277.0,77519.0,79701.0,81454.0,81455.0,81467.0,83976.0,86563.0,89069.0,91361.0,93797.0,93797.0,93797.0,96010.0,98081.0,99834.0,101527.0,101527.0,101527.0,101527.0,103166.0,104708.0,106498.0,107721.0,109277.0,109408.0,109408.0,109835.0,111391.0,112804.0,113943.0,114987.0,114987.0,114987.0,116120.0,117520.0,118438.0,119512.0,120429.0,120429.0,120429.0,121233.0,122372.0,123485.0,124353.0,125485.0,125485.0,125485.0,126978.0,128528.0,129871.0,131227.0,132901.0,133091.0,133091.0,134630.0,136428.0,138029.0,139399.0,141083.0,141111.0,141112.0,142873.0,144885.0,146880.0,148723.0,148723.0,148952.0,148952.0,152003.0,155586.0,158811.0,162003.0,164316.0,164318.0,164318.0,167213.0,170113.0,172446.0,173779.0,174509.0,174531.0,174531.0,175778.0,177598.0,179415.0,180937.0,182488.0,182593.0,182593.0,184074.0,185165.0,186399.0,187851.0,189241.0,189259.0,189259.0,189259.0,191058.0,192106.0,193360.0,194664.0,194725.0,194725.0,194741.0,195490.0,196126.0,197093.0,197967.0,198134.0,198134.0,199696.0,200987.0,202643.0,204166.0,205667.0,205909.0,205909.0,207763.0,209852.0,211514.0,213094.0,213177.0,213177.0,213178.0,214767.0,216088.0,216954.0,217960.0,218878.0,218904.0,218904.0,219247.0,219518.0,219710.0,219894.0,220025.0,220026.0,220026.0,221471.0,223424.0,223443.0,223457.0,223477.0,223477.0,223477.0,224820.0,226094.0,226111.0,226126.0,226138.0,226138.0,226138.0,226929.0,227749.0,227762.0,227772.0,227783.0,227785.0,227785.0,228514.0,229212.0,229500.0,229516.0,229524.0,229524.0,229524.0,230061.0,230631.0,230640.0,230653.0,230659.0,230659.0,230659.0,231221.0,231699.0,231705.0,231718.0,231727.0,231727.0,231727.0,232907.0,233934.0,235044.0,235396.0,235396.0,235396.0,235396.0,236517.0,237659.0,238767.0,239826.0,241199.0,241199.0,241199.0,242719.0,244686.0,247010.0,249083.0,251200.0,251355.0,251355.0,253080.0,254704.0,256260.0,257694.0,259169.0,259169.0,259169.0,259169.0,260727.0,261993.0,263045.0,263877.0,264010.0,264010.0,264500.0,265090.0,265670.0,266239.0,266730.0,266815.0,266815.0,267525.0,268040.0,268486.0,268955.0,269400.0,269538.0,269538.0,269538.0,270076.0,270712.0,271269.0,271801.0,271862.0,271862.0,272426.0,272882.0,273407.0,273827.0,274262.0,274301.0,274301.0,274761.0,275269.0,275665.0,276002.0,276344.0,276354.0,276354.0,276758.0,277256.0,277620.0,277996.0,278297.0,278360.0,278375.0,278805.0,279149.0,279476.0,279767.0,280047.0,280102.0,280102.0,280467.0,280798.0,280849.0,281558.0,282161.0,282202.0,282214.0,282857.0,283357.0,283952.0,284357.0,284724.0,284728.0,284728.0,285064.0,285449.0,285591.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2499.0,6205.0,8203.0,8710.0,8772.0,8772.0,8772.0,8772.0,8772.0,8772.0,8772.0,8772.0,8772.0,8772.0,8772.0,8772.0,12774.0,17628.0,22454.0,22462.0,22462.0,30311.0,39193.0,49273.0,58827.0,67666.0,68147.0,68147.0,79342.0,88183.0,96233.0,103152.0,109632.0,109676.0,109681.0,115891.0,121149.0,125806.0,130622.0,134586.0,134722.0,134722.0,142180.0,150195.0,157769.0,164133.0,169695.0,169746.0,169746.0,175747.0,181995.0,187701.0,194221.0,199908.0,200115.0,200115.0,206518.0,213204.0,218998.0,224647.0,230123.0,230225.0,230225.0,236236.0,242101.0,248236.0,254586.0,261336.0,261769.0,261769.0,267649.0,273204.0,278262.0,283880.0,283889.0,283889.0,283891.0,287830.0,292449.0,296813.0,300691.0,304228.0,304320.0,304320.0,308123.0,311591.0,314950.0,317841.0,320788.0,320870.0,320870.0,323505.0,325654.0,327621.0,330342.0,332549.0,332645.0,332646.0,334995.0,337303.0,339653.0,341856.0,343824.0,343839.0,343839.0,347440.0,351183.0,354960.0,358508.0,362085.0,362250.0,362250.0,366804.0,371641.0,376248.0,380577.0,384797.0,384822.0,384822.0,389700.0,395648.0,400829.0,406433.0,406450.0,406669.0,406674.0,413827.0,423005.0,431043.0,438656.0,444849.0,445151.0,445151.0,451681.0,457294.0,460840.0,464100.0,467680.0,468083.0,468083.0,472441.0,476328.0,480754.0,485405.0,489147.0,489516.0,489578.0,494703.0,499516.0,504814.0,508773.0,512236.0,512565.0,512635.0,512735.0,518063.0,522067.0,524019.0,525292.0,525350.0,525351.0,525365.0,527625.0,530482.0,535040.0,538683.0,539036.0,539126.0,542181.0,545129.0,549103.0,552557.0,555773.0,556128.0,556259.0,559852.0,564747.0,568410.0,571925.0,572043.0,572329.0,572384.0,575754.0,578540.0,581015.0,583022.0,586114.0,586440.0,586601.0,589778.0,591140.0,591976.0,593001.0,593721.0,593752.0,593752.0,596458.0,599732.0,600101.0,600386.0,600588.0,600607.0,600607.0,603018.0,605252.0,605417.0,605557.0,605651.0,605676.0,605679.0,607205.0,608561.0,608690.0,608824.0,608916.0,608949.0,608973.0,610241.0,611364.0,612086.0,612166.0,612243.0,612296.0,612341.0,613291.0,614138.0,614209.0,614288.0,614352.0,614400.0,614407.0,615179.0,615960.0,616040.0,616094.0,616175.0,616249.0,616252.0,618387.0,620024.0,621726.0,622670.0,622670.0,622670.0,622670.0,624944.0,627288.0,629965.0,632100.0,634411.0,634483.0,634499.0,638442.0,643124.0,647534.0,652084.0,656194.0,656362.0,656380.0,660953.0,664847.0,668539.0,671902.0,674720.0,674806.0,674827.0,674827.0,677987.0,680880.0,683273.0,685232.0,685288.0,685309.0,687228.0,689478.0,691482.0,693297.0,694743.0,694808.0,694821.0,696991.0,698640.0,700334.0,701866.0,703177.0,703223.0,703223.0,703223.0,704601.0,706081.0,707343.0,708562.0,708610.0,708650.0,710091.0,711369.0,712460.0,713354.0,714431.0,714539.0,714562.0,715814.0,716912.0,717797.0,718595.0,719338.0,719403.0,719443.0,720234.0,720993.0,721615.0,722164.0,722697.0,722742.0,722754.0,723487.0,724259.0,724880.0,725458.0,725927.0,725965.0,725978.0,726870.0,727731.0,727748.0,729098.0,730171.0,730239.0,730264.0,731669.0,733106.0,734264.0,735334.0,736212.0,736248.0,736273.0,737181.0,737966.0,738418.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,601.0,601.0,601.0,601.0,1425.0,1455.0,1455.0,1455.0,1455.0,1455.0,1455.0,1455.0,1455.0,1455.0,1455.0,1464.0,1464.0,1464.0,1464.0,1464.0,1464.0,1464.0,1464.0,3096.0,19420.0,37420.0,56794.0,58080.0,58118.0,85917.0,116242.0,149432.0,180780.0,208630.0,209958.0,209959.0,243760.0,273534.0,297944.0,318595.0,337126.0,337805.0,337918.0,349286.0,358425.0,366239.0,374878.0,384483.0,388163.0,388179.0,401522.0,419811.0,440340.0,459284.0,477114.0,477416.0,477417.0,493472.0,508917.0,524583.0,546037.0,563810.0,565035.0,565035.0,581467.0,599885.0,616990.0,635360.0,651970.0,653077.0,653160.0,668693.0,683306.0,699012.0,714794.0,731334.0,731704.0,731732.0,748548.0,762624.0,775412.0,789272.0,789436.0,789631.0,789674.0,797568.0,807324.0,817066.0,824787.0,832423.0,833013.0,833133.0,842034.0,849182.0,857661.0,864288.0,871429.0,871830.0,871872.0,877732.0,882580.0,886562.0,893699.0,898706.0,899057.0,899087.0,904793.0,908774.0,913678.0,917704.0,922338.0,922395.0,922416.0,930603.0,938880.0,947599.0,956224.0,964756.0,965767.0,965823.0,976208.0,987316.0,997613.0,1007407.0,1017664.0,1017812.0,1017871.0,1029840.0,1042562.0,1054209.0,1065659.0,1065780.0,1068165.0,1068249.0,1085456.0,1103569.0,1121189.0,1137516.0,1149716.0,1152596.0,1152654.0,1165947.0,1180522.0,1192712.0,1196854.0,1198498.0,1199473.0,1199475.0,1204370.0,1210211.0,1217038.0,1226320.0,1235181.0,1237161.0,1237245.0,1249325.0,1258397.0,1269791.0,1277383.0,1283947.0,1285401.0,1285443.0,1285829.0,1296368.0,1304253.0,1313601.0,1317905.0,1318878.0,1318900.0,1318949.0,1322222.0,1325301.0,1333146.0,1338966.0,1340333.0,1340349.0,1344613.0,1348727.0,1356706.0,1363524.0,1369904.0,1371763.0,1371777.0,1377010.0,1385398.0,1391554.0,1399034.0,1399093.0,1399894.0,1399933.0,1404625.0,1407949.0,1410347.0,1413134.0,1416256.0,1418890.0,1418917.0,1419990.0,1420494.0,1420931.0,1421278.0,1421846.0,1421869.0,1421869.0,1432091.0,1445468.0,1445590.0,1445692.0,1445767.0,1445767.0,1445767.0,1454471.0,1461585.0,1461688.0,1461760.0,1461816.0,1461816.0,1461816.0,1465349.0,1468818.0,1468881.0,1468960.0,1469013.0,1469019.0,1469019.0,1471967.0,1474647.0,1476436.0,1476508.0,1476545.0,1476545.0,1476545.0,1478554.0,1480539.0,1480584.0,1480625.0,1480651.0,1480651.0,1480651.0,1482331.0,1483930.0,1483994.0,1484047.0,1484071.0,1484076.0,1484076.0,1491507.0,1497112.0,1503428.0,1506282.0,1506282.0,1506282.0,1506282.0,1513052.0,1518767.0,1526332.0,1531245.0,1539236.0,1539258.0,1539258.0,1548953.0,1560159.0,1570742.0,1582312.0,1592454.0,1592802.0,1592802.0,1601207.0,1608963.0,1616134.0,1622259.0,1627416.0,1627561.0,1627561.0,1627573.0,1633564.0,1639837.0,1645319.0,1649610.0,1649677.0,1649678.0,1653918.0,1659081.0,1664093.0,1668041.0,1670978.0,1671038.0,1671038.0,1675039.0,1678736.0,1683037.0,1686711.0,1689505.0,1689557.0,1689573.0,1689603.0,1692335.0,1694879.0,1697363.0,1699911.0,1699963.0,1700002.0,1702371.0,1704529.0,1706241.0,1707968.0,1709681.0,1709823.0,1709861.0,1711789.0,1713754.0,1715305.0,1716634.0,1717873.0,1717999.0,1717999.0,1719218.0,1720382.0,1721423.0,1722342.0,1723207.0,1723314.0,1723344.0,1724490.0,1725622.0,1726607.0,1727459.0,1728222.0,1728281.0,1728306.0,1729588.0,1730830.0,1730887.0,1735347.0,1738995.0,1739136.0,1739166.0,1742718.0,1746062.0,1749058.0,1751692.0,1753807.0,1754000.0,1754000.0,1756153.0,1757984.0,1759048.0
